PT,a,N,ROR,ROR_CI_lo,ROR_CI_hi,ROR_signal,PRR,PRR_chi2,PRR_p,PRR_signal,EBGM,EB05,EB95,IC,EBGM_signal,SIGNAL_COUNT
INFECTION PARASITIC,9,397209,9.938366381662725,4.038100004029168,24.45980194586838,True,9.93592798035828,38.06979759538432,6.825858416770271e-10,True,4.571519692379822,2.6808588530330053,7.795558603979667,2.1926738344749066,True,3
INJECTION SITE DISCOMFORT,111,397209,5.162876464454395,4.12033015513632,6.4692129959511036,True,5.148870241922357,253.28182008781727,5.0002483117820293e-57,True,3.781339724132331,3.235852302240182,4.418783298422579,1.918897470140713,True,3
INJECTION SITE DRYNESS,22,397209,30.379371530831992,13.524149400608973,68.24135014116068,True,30.359779939983635,166.58319529079122,4.125476928299492e-38,True,7.520780133876447,5.316809597389071,10.638359863382476,2.9108823210649737,True,3
EYELID MARGIN CRUSTING,51,397209,10.068231199583659,6.888424110943189,14.71588825769758,True,10.054212837267308,217.69314576661694,2.881237971476065e-49,True,5.486251091717989,4.362389681541495,6.899647495668257,2.4558206521691694,True,3
EYELID IRRITATION,35,397209,10.17808433573313,6.429579917912928,16.11200141655958,True,10.168347348319879,150.64001405372395,1.2562318860221104e-34,True,5.408977165823248,4.104029699183254,7.128855326319827,2.4353558071192354,True,3
EYELIDS PRURITUS,65,397209,22.46713273704671,14.711658094977542,34.31102396244523,True,22.424837455669728,439.03934094096354,1.751955883399086e-97,True,7.654970538272882,6.246980966059233,9.380302943165743,2.9363968252274275,True,3
EYELID SKIN DRYNESS,49,397209,45.14524011899702,24.010450562482223,84.88356768225502,True,45.079673244218114,415.5374448981918,2.2844748567265514e-92,True,8.89251558814331,7.0385336410865555,11.23484485799296,3.15259159826293,True,3
EYELID RASH,31,397209,13.70143567961165,8.089081218545385,23.20774567723941,True,13.689500772938075,162.8082359564789,2.754957376174792e-37,True,6.11508745538159,4.561550444610471,8.197715895293259,2.6123731317114665,True,3
FEAR OF INJECTION,87,397209,5.407538989829453,4.183511859265823,6.989696434530345,True,5.395915944389329,209.41934783512474,1.8388591504892476e-47,True,3.887141737209337,3.260290228128291,4.63451712206287,1.9587097137591587,True,3
HAND DERMATITIS,15,397209,7.530187243615191,3.9060507067218833,14.516892939030235,True,7.52721816693809,50.48640260536884,1.1999329073609718e-12,True,4.337957536665818,2.856431749473854,6.587896102674944,2.1170159308475585,True,3
HAND-FOOT-AND-MOUTH DISEASE,16,397209,5.197292066182046,2.868584080845771,9.416438235700829,True,5.195256460318054,36.86324865010489,1.2671209646107477e-09,True,3.54621245139408,2.3653100518665107,5.316691036128118,1.8262789697930866,True,3
DYSHIDROTIC ECZEMA,32,397209,29.467398889529417,15.176157510383966,57.216564648891165,True,29.43978660846897,239.79750921659232,4.353691279255959e-54,True,7.822825115735374,5.862016569973434,10.439512079314623,2.967689712956427,True,3
ECZEMA,2520,397209,45.625046407218505,41.84235139797356,49.74971028424702,True,42.21638595599876,21190.63561814374,0.0,True,9.527920919244801,9.220788903196148,9.845283087645102,3.2521614390325455,True,3
EYE DISCHARGE,95,397209,6.295442614285048,4.892470539013544,8.100733033284072,True,6.280193999561122,268.9998514526122,1.8745142225523643e-60,True,4.290025108438223,3.625388815067751,5.076508029852914,2.1009860914808356,True,3
EYE DISORDER,121,397209,2.683188037163466,2.199151301010513,3.273762036958964,True,2.677014664046653,102.46973488935298,4.380084774894087e-24,True,2.3367470222097495,2.0127911086785235,2.712843186887431,1.2245015554477927,True,3
INJECTION SITE BRUISING,424,397209,2.6198893573811626,2.35543946653487,2.9140295653687813,True,2.5990705556616143,339.55201692806605,7.98791674550945e-76,True,2.290856255163514,2.115062701928398,2.481260899280641,1.1958869363951534,True,3
INJECTION SITE SWELLING,829,397209,10.727942262228739,9.748568016795499,11.805707769944336,True,10.483497894510645,3663.5744052960345,0.0,True,5.847187887640778,5.5225784014114145,6.190877468509117,2.5477429501697877,True,3
EYELID PAIN,12,397209,6.310457303998649,3.1044813756101157,12.827221866571449,True,6.308525701814781,34.11478632380829,5.1954969078460736e-09,True,3.8569747321444177,2.4220320211947217,6.142055081940021,1.9474696945979035,True,3
EYELID EXFOLIATION,6,397209,9.464327941272007,3.1804675207725666,28.16362776695916,True,9.46278855272217,24.452766236127378,7.615409195736087e-07,True,4.11459750194227,2.158295807614158,7.844111332312865,2.0407513102695845,True,3
HORDEOLUM,42,397209,4.035835619475157,2.8339212638912166,5.747502358290522,True,4.031970774638142,70.17005495830172,5.440609486764821e-17,True,3.1388585735558134,2.4388527416812322,4.039781892691488,1.6502400273825382,True,3
EXFOLIATIVE RASH,17,397209,6.705748685111213,3.6700985782008266,12.2522772807685,True,6.702808558178203,51.32919024634313,7.810557520877481e-13,True,4.129728828935607,2.787043993123024,6.1192647990573175,2.0460470528326558,True,3
BLEPHARITIS,51,397209,10.842829620288637,7.367453556599587,15.957610492066818,True,10.827613824749408,229.72715461611745,6.836688037164747e-52,True,5.687544546320875,4.5224480665190026,7.152799211972642,2.5078059398038897,True,3
SCRATCH,164,397209,13.473464593847206,10.725981352902581,16.924721588531273,True,13.411458343858088,851.1440950687231,4.1005098737918664e-187,True,6.493236824504156,5.711625123795741,7.381808775131477,2.6989378290026895,True,3
UNINTENTIONAL USE FOR UNAPPROVED INDICATION,9,397209,19.877005639439695,6.6610005536136585,59.31471556115912,True,19.87185596071656,57.609032440967226,3.1975387198916014e-14,True,5.7132601591119165,3.350405359243365,9.742505203330694,2.5143142260035964,True,3
UPPER RESPIRATORY TRACT CONGESTION,12,397209,7.3622608326510806,3.546039121349658,15.285472808703254,True,7.3599466521172445,39.57287267558331,3.1604305225983863e-10,True,4.178211185486915,2.623756178183941,6.653609377153069,2.0628854145100233,True,3
SECRETION DISCHARGE,141,397209,5.0063171759747105,4.102053994621049,6.1099175435828865,True,4.989194605521786,310.10665310174375,2.0700986603429806e-69,True,3.7114914936430763,3.232141113201535,4.261933073132498,1.8919990623369272,True,3
MOOD DISORDER DUE TO A GENERAL MEDICAL CONDITION,19,397209,209.87877593109306,28.094699946635757,1567.879374757613,True,209.75847958534146,197.38502322213628,7.771354490901703e-45,True,9.023013089677658,6.216824087449351,13.095877263256673,3.173609278675194,True,3
NASAL CONGESTION,566,397209,5.472758577985866,4.946205165415987,6.055366781454349,True,5.396023063598913,1367.4860994832402,2.442463325116773e-299,True,3.9425063440768913,3.679226950404792,4.224625575591753,1.9791130765277465,True,3
OXYGEN CONSUMPTION INCREASED,17,397209,4.579372217874541,2.601406705189342,8.061273105819437,True,4.577527795829018,33.60494954426813,6.752069704846686e-09,True,3.2911391955569917,2.2211021850248165,4.876676668710091,1.7185870451474796,True,3
LACRIMATION INCREASED,166,397209,3.1706231058119076,2.6672062877604112,3.769056381293059,True,3.1597012351330926,190.87761716530028,2.0453537835126446e-43,True,2.6656828050087524,2.3466184310090474,3.028129636680559,1.4145051214373536,True,3
LACK OF INJECTION SITE ROTATION,48,397209,21.22607412803934,13.087745215203038,34.4250453749402,True,21.196646358097663,316.3949746435518,8.83420605409602e-71,True,7.3897293673923246,5.8350502565071825,9.358634068730119,2.885521529801681,True,3
INJECTION SITE VESICLES,59,397209,5.876787056703248,4.2845808565565076,8.060677874006025,True,5.868065573985371,155.64309629820875,1.0131163722484046e-35,True,4.06985229826137,3.288224269633558,5.037277378744373,2.0249764376285064,True,3
INJECTION SITE WARMTH,63,397209,5.317519278703848,3.9364951463103273,7.183042332946902,True,5.309274493321218,148.8659653825689,3.0678829687625273e-34,True,3.822293128425166,3.10936205463311,4.698688831632426,1.93443842161971,True,3
INJECTION SITE URTICARIA,265,397209,7.477356211906831,6.3965255607910905,8.740816461745974,True,7.425326888874631,882.3739624774123,6.661184731653099e-194,True,4.806771144520451,4.345188883440375,5.317386529236592,2.265068116867708,True,3
OCULAR HYPERAEMIA,381,397209,4.282315355216266,3.803043849343915,4.821986158451643,True,4.244409194434919,684.8590717155251,5.864753359121214e-151,True,3.3332096813100334,3.063980997014371,3.6260951978504794,1.7369120755253036,True,3
OCULAR SURFACE DISEASE,11,397209,15.184619466343237,6.107266737105553,37.75382315247074,True,15.179889969991818,61.35174841261821,4.773671678786956e-15,True,5.533944890775574,3.406948038835945,8.988850344957005,2.4683082770883336,True,3
ODYNOPHAGIA,34,397209,3.7564135085110903,2.545162171462484,5.544103478017842,True,3.7535727925797944,51.270663236667225,8.046924385065325e-13,True,2.9665573342503357,2.241933661317524,3.925389305329697,1.5687896658382918,True,3
NASAL OBSTRUCTION,62,397209,21.42823574964317,13.98426269151657,32.83471552782233,True,21.38984495771574,410.33334729311383,3.1014543821186255e-91,True,7.523448306898823,6.110121841249605,9.263689971688486,2.9113940601738455,True,3
NASAL POLYPS,246,397209,26.051755775145605,20.724693512182895,32.748082791615985,True,25.864955377440598,1760.616896449918,0.0,True,8.312813308004014,7.4859142276348365,9.23105221251801,3.0553368113671167,True,3
NEURODERMATITIS,292,397209,42.230598417760106,32.84496471264296,54.29822982990243,True,41.865670566589,2432.820447456337,0.0,True,9.390637750905078,8.529486663446217,10.338732077118236,3.231223139649492,True,3
PAIN OF SKIN,89,397209,3.124947969583554,2.4691180556056285,3.9549748504063054,True,3.1192154858973082,100.01519799177342,1.5123211221389221e-23,True,2.62809849080376,2.2086438273071427,3.127213900208682,1.3940193432141221,True,3
PARANASAL SINUS DISCOMFORT,35,397209,3.6828195169316666,2.5116996988969866,5.399992523090662,True,3.6799733260586223,51.2505674252692,8.129723256273534e-13,True,2.9271146167769397,2.2209310470138757,3.8578415080779775,1.5494792383391525,True,3
PERIORAL DERMATITIS,15,397209,9.745081984758968,4.866374447787757,19.514861404231937,True,9.741105863096353,62.51002722379208,2.65091499445349e-15,True,4.908441768883691,3.2320807178438455,7.454269463478811,2.2952651000798863,True,3
SKIN BURNING SENSATION,670,397209,9.464292627395508,8.534672823450974,10.495169151751316,True,9.292394956504811,2702.0416301605624,0.0,True,5.484141903501609,5.146580136818234,5.843844187440553,2.4552659016841334,True,3
MILIARIA,18,397209,6.627022108998271,3.693918236703988,11.889115897794902,True,6.623951986905521,53.724333947912484,2.3068824441350396e-13,True,4.12326332046982,2.8128274472685924,6.044203111869159,2.0437865977783383,True,3
SKIN HAEMORRHAGE,302,397209,16.73134739286528,13.992305047247877,20.006566797641415,True,16.5873424547717,1769.9160578419433,0.0,True,7.155074613333976,6.509359023461675,7.864843917481576,2.8389668114978064,True,3
SKIN FISSURES,576,397209,34.407711166028335,29.17341399013348,40.581146522146014,True,33.82443567781542,4523.630114807782,0.0,True,9.01407006062122,8.417179194775622,9.653288492208915,3.1721786632458606,True,3
SKIN EXFOLIATION,1028,397209,11.07120048314157,10.152219566094127,12.073367734014761,True,10.757381741767574,4632.3331849334545,0.0,True,5.927687592615707,5.631301110535291,6.239673479706746,2.567469415177365,True,3
SKIN DISCOMFORT,62,397209,20.778838216658983,13.618671212014535,31.70354221145927,True,20.74166783778496,404.77148676823606,5.037988222286988e-90,True,7.448973437697613,6.049637538524585,9.17198839139991,2.8970416177372855,True,3
SKIN DISCOLOURATION,191,397209,3.1979586986957482,2.7213600870729744,3.7580252195010475,True,3.1852337097153933,222.70524653129797,2.3244293047570714e-50,True,2.684040864254152,2.383216181417819,3.0228375491728734,1.4244066365932466,True,3
LIP ERYTHEMA,9,397209,6.211376659996362,2.7446076254969456,14.057091313867478,True,6.2099549877239255,25.17846839593315,5.226243870104062e-07,True,3.68727876608824,2.1623168199724727,6.287711667996135,1.8825564913571629,True,3
SKIN IRRITATION,254,397209,4.872891363276583,4.202771580339748,5.649859809030113,True,4.843073703724818,539.5297007269673,2.3864107935860623e-119,True,3.652070010927522,3.294251877771022,4.048753968910456,1.8687144223456291,True,3
INJECTION SITE ECZEMA,11,397209,40.49287446937538,11.296036720246342,145.15470544228498,True,40.47970658664484,90.7635948085707,1.6190500483353049e-21,True,6.91605177155653,4.257835862960702,11.23382245026003,2.7899486686170234,True,3
INJECTION SITE EXFOLIATION,14,397209,38.65569942687328,12.723128952055404,117.44462418101755,True,38.63971992361553,114.07592513059808,1.254133098268597e-26,True,7.268073708817989,4.718510264868431,11.195248599990963,2.861573050668199,True,3
INJECTION SITE ERYTHEMA,745,397209,5.030807368802779,4.610976922312365,5.488863468288209,True,4.939784014258871,1627.1716587511985,0.0,True,3.71510189997381,3.4978838952275018,3.945809106477313,1.8934017823845224,True,3
INJECTION SITE IRRITATION,68,397209,3.1854985721691653,2.431747340173484,4.172884651975343,True,3.1809938920167746,78.99978434912124,6.211671440621505e-19,True,2.6602626441667687,2.1807496364494496,3.245213121975552,1.411568688106688,True,3
INJECTION SITE INFLAMMATION,35,397209,4.394478450606318,2.96983064218201,6.5025394305497155,True,4.39087726404722,65.59231406653888,5.545460781844848e-16,True,3.312798727122476,2.5135666035775976,4.36616057470048,1.7280505534934414,True,3
INJECTION SITE PAIN,3092,397209,8.7010598139496,8.295389531878955,9.12656863128406,True,7.979297001524024,11163.626629609478,0.0,True,5.047905609594358,4.900771047242132,5.199457554278853,2.335684933727099,True,3
INJECTION SITE PRURITUS,441,397209,4.843308356616713,4.32864969455133,5.419157818846023,True,4.791933770054682,926.1458547464877,2.0328981625570363e-203,True,3.6333234103000835,3.3597239237417558,3.929203501081871,1.861289789004075,True,3
INJECTION SITE RASH,309,397209,6.3206713220445145,5.494491446092658,7.271079835737398,True,6.270836899368277,874.9347006379343,2.759313344274686e-192,True,4.3379146082854305,3.950683366308619,4.763100811685286,2.117001653882554,True,3
INJECTION SITE REACTION,307,397209,3.1177465361624703,2.745645125161703,3.5402767002456694,True,3.098039701371107,341.8160883142255,2.5666221170867952e-76,True,2.631288466808809,2.3956746663093003,2.89007480561935,1.3957694190934882,True,3
SWELLING OF EYELID,63,397209,3.254374880793439,2.456728307777947,4.3110000528786925,True,3.250069900117194,75.87118024938117,3.0278716466897464e-18,True,2.701346288945998,2.1974933279733415,3.320725337324364,1.433678592576331,True,3
CONJUNCTIVITIS,204,397209,8.294717452005402,6.916257736909872,9.947914063616619,True,8.249610533142407,744.7185810757121,5.646477208592324e-164,True,5.0974366268271565,4.54353634187367,5.718862623602072,2.3497719342476553,True,3
THERAPEUTIC RESPONSE DECREASED,556,397209,8.274247545044119,7.411003959364966,9.238042890282724,True,8.151654060910733,2013.4041347664493,0.0,True,5.095143550452624,4.751952798039426,5.463119879984882,2.3491227934192898,True,3
CONDITION AGGRAVATED,1688,397209,2.7410504890294933,2.5960008834559147,2.8942046327067117,True,2.651968823560675,1432.0066949885013,0.0,True,2.331081109367784,2.2396047747129706,2.4262937817444845,1.2209992035430879,True,3
THERAPEUTIC RESPONSE SHORTENED,940,397209,12.192501838638606,11.111901280017294,13.378187705153408,True,11.873598145864204,4530.583320610083,0.0,True,6.221659645722947,5.896724193089465,6.564500471733373,2.637299474772943,True,3
SENSITIVITY TO WEATHER CHANGE,40,397209,3.1568779616486817,2.2211064795644697,4.486898109764336,True,3.15426285090739,45.794347546752434,1.3134198209906655e-11,True,2.6213141812562832,2.0242291788686275,3.3945207926978727,1.3902902802499921,True,3
SINUS OPERATION,19,397209,5.246407557927939,3.038376550937122,9.059045777388574,True,5.2439619896335365,44.249618422759035,2.890607314714624e-11,True,3.610867180075648,2.4878747086552813,5.24076302829366,1.852345354052728,True,3
SINUS POLYP,7,397209,12.882427843803056,4.329112804877819,38.33509419384973,True,12.879906641205176,35.40246421328058,2.681474156053634e-09,True,4.74761250224108,2.603802272336101,8.656503879310831,2.247202187737011,True,3
CHRONIC RHINOSINUSITIS WITH NASAL POLYPS,9,397209,19.877005639439695,6.6610005536136585,59.31471556115912,True,19.87185596071656,57.609032440967226,3.1975387198916014e-14,True,5.7132601591119165,3.350405359243365,9.742505203330694,2.5143142260035964,True,3
CHRONIC OBSTRUCTIVE PULMONARY DISEASE,340,397209,5.4623997382258995,4.795209522308379,6.22242068075613,True,5.4164109561036,823.5123126101564,4.1701594697359597e-181,True,3.945634261551566,3.6091150072027918,4.31353107198305,1.9802572324172407,True,3
ASTHMA,1506,397209,8.746405478053898,8.171498756775579,9.361759826873849,True,8.392791260541573,5620.790049118714,0.0,True,5.192681305828727,4.977203584182588,5.417487689190326,2.376479684580469,True,3
RASH ERYTHEMATOUS,900,397209,13.573264378292407,12.311848384550029,14.963919318094732,True,13.23026362231462,4647.799873337812,0.0,True,6.543040037018483,6.194016755931519,6.911730241128227,2.70996109861229,True,3
REBOUND EFFECT,91,397209,5.593964539007092,4.346320094215139,7.199754869715742,True,5.581292877855577,227.44809847984322,2.1472518488749203e-51,True,3.976798921083112,3.348478788155331,4.723019215373383,1.991607616985933,True,3
RASH PRURITIC,395,397209,5.026252275680519,4.460878568082773,5.663281695121639,True,4.97804610888067,868.2169432648884,7.965506083114378e-191,True,3.7288284447873816,3.432804266567226,4.050379949148548,1.8987224234060287,True,3
RASH MACULAR,321,397209,7.048624491281834,6.126186642482091,8.109956506151835,True,6.98977182050188,1010.9890791362675,7.339207150628275e-222,True,4.641177020552584,4.234327328351894,5.087118322637913,2.214490724830427,True,3
RASH,2776,397209,4.573187292270998,4.370391666941952,4.7853930732077625,True,4.27252444715129,5145.629868290942,0.0,True,3.3579880255149117,3.2547749419810597,3.4644741281675855,1.7475970856766536,True,3
PERIORBITAL INFLAMMATION,7,397209,12.882427843803056,4.329112804877819,38.33509419384973,True,12.879906641205176,35.40246421328058,2.681474156053634e-09,True,4.74761250224108,2.603802272336101,8.656503879310831,2.247202187737011,True,3
PERIORBITAL ECZEMA,6,397209,66.25138699408822,7.97558054376367,550.3356469859135,True,66.2395198690552,55.07635626309002,1.1593719499929736e-13,True,6.010731209906377,3.152905227039271,11.458920289738403,2.587540506533417,True,3
SCAB,57,397209,3.663179424387888,2.714390053279402,4.943609146757185,True,3.658578132302467,82.75701075992937,9.278613790365178e-20,True,2.9456876717077813,2.3712236239163222,3.6593241446035014,1.5586044709828906,True,3
RHINORRHOEA,431,397209,4.00442152948403,3.5849713149898377,4.472948421859457,True,3.9651712588281653,706.0396958758563,1.4532508635168386e-155,True,3.1735871263399362,2.9319613240681366,3.435125547459819,1.6661144503135012,True,3
RESPIRATORY TRACT CONGESTION,104,397209,3.968501546046389,3.1711160573076995,4.966391717098994,True,3.959143716311345,169.47161344814631,9.651002052857912e-39,True,3.145272145304198,2.6777617000995377,3.694405244372096,1.6531848519835468,True,3
PRODUCT DOSE OMISSION IN ERROR,872,397209,7.758810702228646,7.112668493500668,8.463650958571437,True,7.580165528322326,2969.231184308299,0.0,True,4.890471400001241,4.62556226577276,5.1705520626549175,2.2899735354567987,True,3
PERIORBITAL SWELLING,65,397209,3.006441857574879,2.2849506626080927,3.9557495883352365,True,3.002488696993436,68.30129686455425,1.4032866440797288e-16,True,2.543754791137567,2.0758783698916297,3.117084570698198,1.3469596066836114,True,3
PERIORBITAL IRRITATION,12,397209,22.087510233785135,8.28915049038225,58.855018845853486,True,22.07983995635173,80.50416870131971,2.9009227038510847e-19,True,6.265580783463784,3.934544129225937,9.977649573810725,2.6474482453153514,True,3
PRODUCT USED FOR UNKNOWN INDICATION,15,397209,8.283251455604075,4.24046634737333,16.18035589865429,True,8.2799399836319,54.868095885912425,1.2889648952542648e-13,True,4.549462254750369,2.9957020827571483,6.909100516546991,2.1856960292117913,True,3
PRODUCT USE IN UNAPPROVED INDICATION,2691,397209,6.830308063747551,6.504635872392221,7.172285914374653,True,6.354743243052675,7851.854318052529,0.0,True,4.395734791432702,4.258541434445159,4.537347975605504,2.1361043465631226,True,3
PRODUCT PREPARATION ERROR,265,397209,9.922100365631502,8.404396066469303,11.713878651963974,True,9.850433650560957,1115.2048903301115,1.6376049292108007e-244,True,5.627616949001407,5.08721090974701,6.22542943207025,2.4925241330194985,True,3
PRODUCTIVE COUGH,349,397209,3.4415481881455428,3.050586073393432,3.882615879824192,True,3.4157199223256893,457.07014053439235,2.0868136521922705e-101,True,2.837421036736031,2.5984204251106013,3.0984047315474306,1.5045802438592433,True,3
PRURITUS,5129,397209,10.567578794488313,10.164336268637484,10.986818875945033,True,9.080139443243109,20831.564508256248,0.0,True,5.431242733313465,5.307918152918952,5.557432646535522,2.4412823416863674,True,3
OESOPHAGEAL FOOD IMPACTION,43,397209,47.53230545101372,23.883890411137177,94.59598175157159,True,47.47165590615622,369.14114310977493,2.878687027074917e-82,True,8.87388807358532,6.915040235561952,11.38762564786732,3.1495663565498715,True,3
OFF LABEL USE OF DEVICE,13,397209,4.785456971314209,2.495947127672085,9.175113595318281,True,4.783965323876209,27.148725188859864,1.8838938393554987e-07,True,3.315770142235042,2.1190706611973846,5.188279861288357,1.729343998947191,True,3
ORAL HERPES,159,397209,6.576680059134154,5.4032627069615025,8.00492645758025,True,6.549803270634189,469.78384993494257,3.5711210843918307e-104,True,4.434823827907249,3.893215973654668,5.051777892021576,2.148876795021772,True,3
WHEEZING,310,397209,2.339146991047152,2.0683978528066422,2.645336649475066,True,2.3265636935652747,194.53752066834718,3.25048405355644e-44,True,2.0919716829835715,1.9055154397841396,2.2966728219745502,1.0648633233364482,False,2
SUNBURN,16,397209,3.681273692191054,2.0903745872150017,6.482941420978972,True,3.6799733260586214,23.42434734429472,1.2992370198122156e-06,True,2.837172138785301,1.8923828932207223,4.253655945599737,1.504453685415905,False,2
SNORING,12,397209,2.5001501813332325,1.335971021007027,4.678807272712331,True,2.4996045233605733,8.804344250025215,0.0030051413338018445,True,2.1191084837322096,1.3307187525004056,3.3745829142243604,1.0834574456318942,False,2
ALLERGY TO PLANTS,3,397209,4.731733617419321,1.2235007357529066,18.299378473555564,True,4.731394276361085,6.179927360975,0.012920758110321302,True,2.6304510093857405,1.0918416220529723,6.337249261269473,1.395310180970094,False,2
ANGULAR CHEILITIS,4,397209,3.154524076584282,1.0382794215680717,9.584146563091165,True,3.15426285090739,4.5775669670610775,0.03239317832427206,True,2.2556090820469623,1.038689271773747,4.898262136013461,1.173517056982939,False,2
URTICARIA,656,397209,2.3617608097530716,2.1693194763225856,2.5712737028209065,True,2.334683270690963,417.1053365473794,1.0411399910400964e-92,True,2.09993771278922,1.9693542294479491,2.239179895447535,1.0703465360900641,False,2
ACTIVITIES OF DAILY LIVING DECREASED,25,397209,2.6297874000052,1.699918007337136,4.06830314131412,True,2.628552375756158,20.380505046002966,6.347312825663021e-06,True,2.2571537255864125,1.629618705518949,3.1263404891429563,1.1745046779842305,False,2
ALLERGY TO ARTHROPOD BITE,3,397209,8.280602037104401,1.8531715628256633,37.00055163394937,True,8.2799399836319,10.972845612756926,0.000924566779420385,True,3.2365475745649723,1.3434188057696768,7.797449430835447,1.6944557104499292,False,2
FOOD ALLERGY,57,397209,2.738984688745079,2.0490363799157043,3.6612513075480893,True,2.7359801685044536,50.35136843826497,1.2854043605862472e-12,True,2.362621982375854,1.9018666210955302,2.9350021550881555,1.2403888177255087,False,2
FUNGAL SKIN INFECTION,15,397209,2.2690537078024366,1.3016238475773159,3.9555242772133994,True,2.268476707844356,8.8279190756703,0.002966564725904094,True,1.9848844828628422,1.3069945954900175,3.014370850426201,0.9890550472420976,False,2
EXCESSIVE EYE BLINKING,4,397209,3.3971891024669394,1.10762581227515,10.419487944411689,True,3.3968984548233436,5.173562693364412,0.022933136567015587,True,2.353594008307311,1.083810517521616,5.111045396207456,1.234865478950311,False,2
FACIAL DISCOMFORT,13,397209,4.101763946527122,2.1699648186902056,7.753336518692975,True,4.100541706179607,22.225757196323137,2.4240005619496e-06,True,3.0088678284509496,1.9229329130737804,4.708061080828654,1.589220734312857,False,2
EYE INFECTION,48,397209,2.5499288981667636,1.8626715384199004,3.4907589725785537,True,2.5476738411175077,36.69100902088848,1.3841635686309827e-09,True,2.228594031408325,1.7597340211131898,2.822376164374528,1.1561338340869842,False,2
EXPOSURE VIA EYE CONTACT,4,397209,5.520508078940188,1.6622415428198545,18.334284557672575,True,5.519959989087933,9.869953439134447,0.0016799975985141435,True,3.0066459600687305,1.3845355241747723,6.5292076449867205,1.588154997035878,False,2
EXPOSURE TO FUNGUS,5,397209,5.018754512933862,1.7436425479343338,14.445562188725958,True,5.018145444625393,11.060334511104962,0.0008819423035752108,True,3.0072515986760466,1.491222442341243,6.0645292888303794,1.5884455745888757,False,2
EXPOSURE TO ALLERGEN,4,397209,4.014881895622794,1.2783356956877003,12.609580323991544,True,4.014516355700315,6.6401803578784655,0.009970384002154685,True,2.5775329700873653,1.186932551824655,5.59734940428937,1.3659908817067972,False,2
EYE INFLAMMATION,48,397209,2.7061362018625865,1.9732323903273763,3.7112573151185138,True,2.703653872206335,41.41770050551876,1.2293915214041452e-10,True,2.3355580049169484,1.8441945108048126,2.9578394048852963,1.2237672757383449,False,2
EYE IRRITATION,330,397209,2.095149905866779,1.8616113664498792,2.35798577896777,True,2.084195419220844,157.3854211795621,4.216294334008174e-36,True,1.909383609170403,1.7441977824796095,2.090213508806141,0.9331069798764123,False,2
ECZEMA ASTEATOTIC,6,397209,6.624974988631196,2.4076332377933283,18.22964266775772,True,6.623951986905519,17.906668542402034,2.320067525032054e-05,True,3.554024616617146,1.8642495229682674,6.775429372463705,1.8294536740926706,False,2
ECZEMA HERPETICUM,6,397209,3.154654713181316,1.27316427767968,7.816623929736828,True,3.1542628509073904,6.866506039601328,0.008782619842450866,True,2.3700658596801887,1.2432086507374172,4.518318124547883,1.244927149466927,False,2
CUTANEOUS T-CELL LYMPHOMA STAGE III,4,397209,inf,,inf,False,inf,44.16012461687298,3.02582702989134e-11,True,5.40717128220021,2.489957522412352,11.74216869640588,2.4348740571905783,True,2
DANDRUFF,10,397209,3.2477165997535122,1.6044398548515701,6.574047060985217,True,3.247035287698784,12.017306231323255,0.0005270882681775777,True,2.5273742681606595,1.521235606678163,4.198968695788629,1.3376393227067325,False,2
COUGH,1142,397209,2.33002285239998,2.18395760038165,2.4858570934515445,True,2.283983444760297,694.6598912535486,4.3346317533753597e-153,True,2.062922525368151,1.9649294039735206,2.1658026680579208,1.0446896407270718,False,2
CONJUNCTIVITIS ALLERGIC,9,397209,2.366069804308844,1.1516593157773554,4.861061116050036,True,2.365697138180543,5.844226552999838,0.01562824181073817,True,2.005950895345416,1.1763421309329976,3.420636640248216,1.0042862899437393,False,2
DYSPHAGIA,300,397209,2.0540141867112593,1.8149963458591711,2.324508415037037,True,2.0444296255881236,135.71429360518783,2.3040913808479123e-31,True,1.8784831043300019,1.7084209430538164,2.065473844488058,0.9095681399834433,False,2
EYE ULCER,3,397209,4.140255547471808,1.0983218068213696,15.607188978593232,True,4.13996999181595,5.196182378398818,0.02263655081956104,True,2.475900057969156,1.027690964662885,5.964907066262404,1.307953079987422,False,2
SUPERFICIAL INJURY OF EYE,5,397209,3.0669576992259344,1.1385926067999392,8.261277539187462,True,3.066644438382185,5.4501433359472475,0.019566721262317163,True,2.28186254925462,1.1315197721682377,4.601684231918676,1.190211891766379,False,2
SKIN TIGHTNESS,15,397209,2.7155144128665856,1.5434096172892846,4.777745611976467,True,2.7147344208629183,13.042384143952109,0.0003045201916433568,True,2.2752846951712,1.4982155513154878,3.455390941266612,1.1860470739330382,False,2
SKIN TEXTURE ABNORMAL,5,397209,2.905530895084677,1.084812621675052,7.7820903016929845,True,2.9052420995199646,4.94602850667912,0.026150675340446284,True,2.2058510372444755,1.0938275243244855,4.4483967447404344,1.141335367953343,False,2
SKIN PAPILLOMA,12,397209,2.0385168183949225,1.101088099416298,3.774040261702831,True,2.038139072894006,5.357538912875672,0.02063287162184948,True,1.8128050139626637,1.138371935757736,2.8868087093703116,0.8582237565673297,False,2
DERMATITIS CONTACT,44,397209,2.5059078013141383,1.8061156008080033,3.4768394148623494,True,2.5038993764934956,32.41592618914034,1.2446224491590873e-08,True,2.1956254687230703,1.7157855662055577,2.809658324359546,1.1346319794348378,False,2
